,screen_name,Tweet
1710,MJDuzan,"{'translation_text': ""AL AIRE  If you still don't understand very well what the Omicron variant is all about, listen to this #Afundo with the 12 truths you need to know about this new strain of the coronavirus, explained by @AlvarezMorenoC. Get out of doubt and share.  https://t.co/R5tCp0Mwyl https://t.co/Vs4arjOzWc""}"
1711,MJDuzan,{'translation_text': 'AL AIRE  there are many things that are said about the Omicron variant and the normal thing is to be confused with so much information. We speak #Afundo with @AlvarezMorenoC to clearly gather 12 truths that need to be known about this new variant https://t.co/R5tCp0Mwyl'}
1712,MJDuzan,{'translation_text': 'AL AIRE  How certain are the points that President Duque presented as his achievements of 2021? We review #Afund each of them together with economist Solomon Kalmanovitz  https://t.co/vN49utwr2W  https://t.co/Wa6jAugXLm'}
1713,MJDuzan,"{'translation_text': 'AL AIRE  Solomon Kalmanovitz arrives at #Afund to review each of the points that President @IvanDuque presented as achievements of his government in 2021. Listen to it for free, by @SpotifyColombia https://t.co/vN49utwr2W https://t.co/x6drgOdM3p'}"
1714,MJDuzan,{'translation_text': 'AL AIRE  We reviewed #Afund each of the 10 points that President @IvanDuque presented as achievements of his government in 2021. How much of what he says is true? We analyzed with magnifying glass with economist Solomon Kalmanovitz https://t.co/vN49utwr2W'}
1715,MJDuzan,{'translation_text': 'Thank you very much for recommending #Afund for @Spotify https://t.co/t41xJj1Bi3'}
1716,MJDuzan,"{'translation_text': 'AL AIRE  Gilinski made checkmate to the GEA: already has 25% of Sura, 27% of Nutresa and goes for more with its fourth OPA. We explain #Afund with @andresmania and @Ojoprivado every move of this new stage in the most important economic play of the year. https://t.co/NsWqn74ctr  https://t.co/QFbumHlKge'}"
1717,MJDuzan,"{'translation_text': ""AL AIRE  Gilinski's strategy to get the GEA is working. He already has 25% of Sura, 27% of Nutresa and just launched a 4th OPA. We explain #Afunda the new moves of this billionaire dispute with @andresmania and @Ojoprivado https://t.co/NsWqn74ctr https://t.co/RuPB5t2G9L""}"
1718,MJDuzan,{'translation_text': 'AL AIRE  Gilinski has checked mate in his chess to make himself to the Grupo Empresarial Antioqueño and has just launched his fourth OPA. What is this billionaire game that shakes the Colombian economy? We analyze #Afundo with @Ojoprivado Y @andresmania https://t.co/NsWqn74ctr'}
1719,MJDuzan,"{'translation_text': 'AL AIRE  A proposal really alternative to all the political dynamics that are presented in this election year is the one that leads @Somos_Listas, the only feminist list that is presented to the Senate. What is it about and what has been its trajectory?  https://t.co/MT1SZPbLuv https://t.co/Wb3SWHb7l1'}"
1720,MJDuzan,"{'translation_text': 'AL AIRE  For the first time, a feminist party tries to reach the Senate. Their ideas and proposals are some of the most interesting in the 2022 elections. Who are @Somos_Listes and what are their aspirations? We speak #Afunda with them. https://t.co/MT1SZPbLuv'}"
1721,MJDuzan,"{'translation_text': 'In our most recent #Afundo, we talked to @agmethescaf about his political aspirations by the hand of @petrogustavo . What does an actor and presenter do aspiring to Congress with @PactoHistorico ? https://t.co/YuktYgK0kD  https://t.co/ETMoI91fda'}"
1722,MJDuzan,{'translation_text': 'Thank you very much for that comment. This Tuesday we will do another podcast on the same topic. Every day in #Afunda by @Spotify https://t.co/TulnRPdwdg'}
1723,MJDuzan,{'translation_text': 'Thanks to you. Embrace https://t.co/8A4GzKf7DX'}
1724,MJDuzan,{'translation_text': 'AL AIRE  What does an actor and presenter like @agmethescaf get into politics by the hand of @petrogustavo ? We talked to him after the controversy of his appointment as head of list to the Chamber for the Atlantic with @PactoHistorico https://t.co/YuktYgK0kD https://t.co/rnlFkdOCty'}
1725,MJDuzan,{'translation_text': 'AL AIRE  The choice of the actor @agmethescaf as the leader of the House by the @PactoHistorico in the Atlantic caused disappointment among followers of that movement. We talked to him to find out what his intentions are to enter politics https://t.co/YUktYgsoW3'}
1726,MJDuzan,{'translation_text': 'AL AIRE  Will Colombia take a step to change as Chile did by electing a leftist president? We discuss with the Chilean journalist and constituent @PatoFdez what things we could learn from them in this 2022. https://t.co/iEAweb0UWq  https://t.co/5zRnzIY4ug'}
1727,MJDuzan,"{'translation_text': 'AL AIRE  Chile took a step to change by electing a leftist president as @gabrielboric Will Colombia follow that path in 2022? We analyzed with @PatoFdez, a member of the Chilean constituent, the lessons we could learn from them.  https://t.co/iEAweb0UWq https://t.co/ifQY8wTZvm'}"
1728,MJDuzan,"{'translation_text': 'AL AIRE  The political change that Chile experienced in the last elections, which won @gabrielboric, leaves many lessons for this election year of 2022 in Colombia. Will the same thing happen in Colombia? We spoke with @PatoFdez, journalist and constituent https://t.co/iEAweaJjxQ'}"
1729,MJDuzan,{'translation_text': 'AL AIRE  2022 is the opportunity for Colombia to leave behind the fear it has always sent in the electoral contests. The country needs a change and it is time to vote with the height or consciousness that this political moment requires.  https://t.co/fTuJT3sMsq  https://t.co/0S2BgxfmIi'}
1730,MJDuzan,"{'translation_text': ""AL AIRE  Fear has been the great voter in Colombia. The country needs a change and it is time to vote conscientiously. Register the card (there is a deadline until today) and keep listening to today's audiocolumn at #Afundo: do not vote with fear https://t.co/fTuJT3sMsq https://t.co/xuPF6tiB2p""}"
1731,MJDuzan,"{'translation_text': 'AL AIRE  In 2022, Colombians must stop following the scary games that the right has used for decades to get to power. The country needs a change and we must vote conscientiously. First audiocolumn of this election yearhttps://t.co/fTuJT3sMsq'}"
1732,MJDuzan,"{'translation_text': ""AL AIR  Entering politics has been an erratic path for some who have supported the @PactoHistorico in #Elections2022, on behalf of the movement's decisions. @migueldelrioabg is one of those disappointed and tells his experience #Afundo  https://t.co/S7YZIog3IH  https://t.co/iZ4uJJM18V""}"
1733,MJDuzan,{'translation_text': 'The right wing told us to fear the changes to avoid populism. But it turns out that Uribism was the one that opened the door to populism. It is time for weaning. https://t.co/wmdfFc5M8Z'}
1734,MJDuzan,{'translation_text': 'My column in elpais_america. Don’t be afraid of weaning uribism. https://t.co/4ZTfambcNl'}
1735,MJDuzan,"{'translation_text': 'AL AIR  We start #Afundo 2022 talking about inconsistencies in the list of @PactoHistorico, where some seekers like @migueldelrioabg have taken deep disappointments with the decisions of the movement led by @petrogustavo https://t.co/S7YZIog3IH https://t.co/FrroNik773'}"
1736,MJDuzan,{'translation_text': 'Alex char has never given me an interview. I’ve been his biggest critic. https://t.co/WxDQ8oTFUB'}
1737,MJDuzan,"{'translation_text': 'More and more people are disappointed with the list of @PactoHistorico for Congress. One of them is @migueldelrioabg, who tried to lead it in the Atlantic. Today he tells #Afunda his experience with the movement leading @petrogavo https://t.co/S7YZIog3IH'}"
1738,MJDuzan,"{'translation_text': ""Batteries! From first thing tomorrow we return with new episodes of #Afundo! Don't miss it: in 2022 we return recharged. For now, subscribe for free by activating the bell  and wait for us, as always, from Monday to Friday only by @SpotifyColombia https://t.co/q1p25mF3we https://t.co/DDXAsF4sai""}"
1739,MJDuzan,"{'translation_text': 'We finished the selection of #CannonazosDeAfundo with our most heard episode in 2021: an interview with @petrogustavo, the candidate who continues to lead the polls as the most chosen to win the presidential election of 2022 https://t.co/Q5zOyg7iY0 https://t.co/S7ALkoUtCK'}"
1740,MdeFrancisco12,{'translation_text': 'The Pepe Sand thing as it was also not possible for @AsoDeporCali. Lanús people do not want to let go. Anyway a greeting to Pepesón in Cali.'}
1741,MdeFrancisco12,{'translation_text': '#PelaezdeFranciscoinLaW from 1 to 3 pm from Monday to Friday. When I say simba. https://t.co/N3oQ5ZP63h'}
1742,MdeFrancisco12,{'translation_text': 'Already on the air #PelaezdeFranciscoinLaW'}
1743,MdeFrancisco12,{'translation_text': 'We heard today at 1 pm at #PelaezdeFranciscoenLaW https://t.co/nwsxtmudof'}
1744,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1745,MdeFrancisco12,{'translation_text': 'Already on the air at #PelaezdeFranciscoinLaW'}
1746,MdeFrancisco12,{'translation_text': '#PelaezdeFranciscoenLaW from 1 to 3pm. https://t.co/fxiFnaiqRz'}
1747,MdeFrancisco12,"{'translation_text': 'From 1 to 3 pm #PelaezdeFranciscoenLaW after a good Mondongo with plenty of rice and straw of piñuela. From 1 to 3 pm, from 1 to 3 pm, from 1 to 3 pm.'}"
1748,MdeFrancisco12,"{'translation_text': ""Here's the link to listen to the live program #pelaezanddefranciscoenlaw: https://t.co/a5wQmzo6AJ""}"
1749,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1750,MdeFrancisco12,{'translation_text': 'They call the corrupt establishment a town in that country.'}
1751,MdeFrancisco12,"{'translation_text': ""Congratulations to those who poisoned Pekerman's environment to leave, classified Colombia two World Cups as easy. 6 matches without a goal is unpresentable. There would be only one miracle left. A hug and congratulations.""}"
1752,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1753,MdeFrancisco12,{'translation_text': '*les https://t.co/5hajK2zirl'}
1754,MdeFrancisco12,{'translation_text': 'In the audience that brought Vicky to the debate there were disheartened people who mocked the tragedies of alternative candidates. He took the bars to the candidates of fascism.'}
1755,MdeFrancisco12,{'translation_text': 'Already on the air at #PelaezdeFranciscoinLaW'}
1756,MdeFrancisco12,{'translation_text': 'Already on the air #PelaezdeFranciscoinLaW'}
1757,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1758,MdeFrancisco12,"{'translation_text': 'Let a journalist be congratulated by corrupt power, which can be more dishonorable.'}"
1759,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoInLaW'}
1760,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1761,MdeFrancisco12,"{'translation_text': ""In that gang of thugs they enjoy seeing the unarmed peasants' ranches set on fire, stripped away, pushed into misery and then said at the height of cruelty that they are poor because they want to. What infinite evil that of that gentuza of good.""}"
1762,MdeFrancisco12,{'translation_text': 'Into the air in #PelaezdeFranciscoinLaW'}
1763,MdeFrancisco12,{'translation_text': 'The operation of @CarlosMolinaCer was complicated but it went well. It will be 4 days in the ICU. Thank you all.'}
1764,MdeFrancisco12,{'translation_text': 'Thank you all for supporting #PelaezdeFranciscoOnLaW https://t.co/70CRKD5ytY'}
1765,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1766,MdeFrancisco12,{'translation_text': 'Today from 1 pm to 3 pm we will be with @eldoctorpelaez in #PelaezdeFranciscoInLaW. Thank you all for the support.'}
1767,MdeFrancisco12,"{'translation_text': 'Thanks for the support, old Otoniel. https://t.co/eyF19N5IOF'}"
1768,MdeFrancisco12,{'translation_text': 'Tomorrow they operate from the heart to @CarlosMolinaCer. Everything goes very well.'}
1769,MdeFrancisco12,{'translation_text': 'The untied  THE SPECTATOR ‘Sub-president Iván Duque and his minions are embarrassed because they know that they are in the final line of these tortuous four years of corruption...’ Column of RamiroBejaranoG https://t.co/ATxPU4y9qH'}
1770,MdeFrancisco12,"{'translation_text': ""The barbarity of Duke's government and its corruption will be unforgettable.""}"
1771,MdeFrancisco12,"{'translation_text': 'Neither cancer could with him: Hernán Pelaez, the invincible - Las2orillas- A tribute from Las2Orillas for eldoctorpelaez https://t.co/KYQKa1tO1r'}"
1772,MdeFrancisco12,"{'translation_text': 'Those who blocked the trains to Colombia have no forgiveness. Peñalosa put her piece of shit for this. Thank you, unhappy.'}"
1773,MdeFrancisco12,"{'translation_text': ""They're not voting for the Mira party either, they're a fright.""}"
1774,MdeFrancisco12,"{'translation_text': 'Watch for Congress: Never vote for Centro Democrático, Cambio Radical, Partido Conservador, Partido Liberal, Partido de La U, Partido Justa Libres. They have Colombia sunk in violence, corruption, backwardness and poverty. No more.'}"
1775,MdeFrancisco12,"{'translation_text': ""There's this desperate gentleman handing out pamphlets in ghost towns with some terrifying armed lords.""}"
1776,MdeFrancisco12,"{'translation_text': 'Duke with a drunk face and satisfied to be picking up Colombians from marranos. They assume that the treasury belongs to them, what a nice bandit of scoundrels. https://t.co/o2HqUk3HI8'}"
1777,MdeFrancisco12,{'translation_text': 'Something is something. Thanks anyway. #PelaezdeFranciscoenLaW https://t.co/KKpA8llpBv'}
1778,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1779,MdeFrancisco12,"{'translation_text': 'He is a humanist. ‘Hombrecito’, he says. https://t.co/MHvLZDmTnc'}"
1780,MdeFrancisco12,"{'translation_text': 'Today at 2 pm special music (soul, k-pop, salsa) in #PelaezdeFranciscoenLaW.'}"
1781,MdeFrancisco12,"{'translation_text': 'On the air the music special of @eldoctorpelaez in #PelaezdeFranciscoenLaW. With a musk of wisdom, and eye, also with some madness. I go crazy, old.'}"
1782,MdeFrancisco12,{'translation_text': 'Heavy metal special air in #PelaezdeFranciscoInLaW'}
1783,MdeFrancisco12,{'translation_text': 'Today at 2 pm special music at #PelaezdeFranciscoinLaW'}
1784,MdeFrancisco12,{'translation_text': 'Music Specials at #PelaezdeFranciscoenLaW https://t.co/U8kjPSCw9r'}
1785,MdeFrancisco12,{'translation_text': 'We go live at 2 pm with #PelaezdeFranciscoinLaW https://t.co/mhw7S1aIQR'}
1786,MdeFrancisco12,{'translation_text': 'Into the air #PelaezdeFranciscoInLaW'}
1787,MdeFrancisco12,{'translation_text': 'Today @rafaeldudamel at #PelaezdeFranciscoenLaW. https://t.co/GqWBnPsSJC'}
1788,MdeFrancisco12,"{'translation_text': 'Partidazo de Angelo Rodríguez. @AsoDeporCali, thank you.'}"
1789,MdeFrancisco12,"{'translation_text': 'I love you @AsoDeporCali. How can you be so great @haroldpreciado? Thank you so much, @rafaeldudamel. Monster, @TeoGutierrezCF.'}"
1790,MdeFrancisco12,"{'translation_text': 'Elections without buying votes are not elections, Saturday without soup is not Saturday.'}"
1791,MdeFrancisco12,{'translation_text': 'In Colombia they tell him extreme to oppose the barbarism of fascism.'}
1792,MdeFrancisco12,"{'translation_text': ""How they're going to pass her off as rich Luisqui and Álex Char with the rocker challenges.""}"
1793,MdeFrancisco12,{'translation_text': 'In Chile they joined together not to become like Colombia.'}
1794,MdeFrancisco12,{'translation_text': '#DeFicoI think I could achieve the impossible: be worse than Duke.'}
1795,MdeFrancisco12,{'translation_text': 'Into the air #LaTeleLetal'}
1796,MdeFrancisco12,{'translation_text': 'Into the air #PelaezdeFranciscoInLaW'}
1797,MdeFrancisco12,{'translation_text': 'Ivan and Pilate  THE SPECATOR Column by RamiroBejaranoG https://t.co/qdCtFV7kMV'}
1798,MdeFrancisco12,{'translation_text': 'Vaguil pleads that they continue to vote for corrupt godorreas.'}
1799,MdeFrancisco12,{'translation_text': 'What a good buñuelo stuffed with arquipe with melted coastal cheese and excellent oatmeal to the climate. At 2 pm #PelaezdeFranciscoinLaW'}
1800,MdeFrancisco12,{'translation_text': 'Barbosa and Duque came to finish turning shit back and they did it.'}
1801,MdeFrancisco12,{'translation_text': 'From @guilloarango @AsoDeporCali to a step from the final and National Atlético eliminated https://t.co/T7Y1BLYCqk via @YouTube'}
1802,MdeFrancisco12,{'translation_text': 'Into the air #LaTeleLetal'}
1803,MdeFrancisco12,"{'translation_text': 'People who do well then have no right to question the corruption and violence that steals opportunities from so many people, who generate misery, who steal pensions from the big ones, who strip peasants from their lands, who bribe to keep contracts, etc.'}"
1804,MdeFrancisco12,"{'translation_text': 'The second goal of the Magdalena Union is a scandal, the Llaneros players do everything they can to make Union do it. What a country this so corrupt and so shambles. What rottenness.'}"
1805,MdeFrancisco12,{'translation_text': 'This time the candidates cannot run away from the debates as did cowardly Duke.'}
1806,MdeFrancisco12,"{'translation_text': 'Thank you, Uribist government and its heartless congressmen. https://t.co/wp0bH5Cgyf'}"
1807,MdeFrancisco12,"{'translation_text': 'Pitillo Valencia, Víctor Lugo, Willington Ortiz, González Aquino, Juan Penagos, Julio Falcioni, Jorge Porras,Cecilia de Ochoa, Rosemberg Bernal, Gabriel Ochoa. 2nd row:César Cueto, Armando el pollo Díaz, Eduardo Pimentel. Below:Álex Escobar and Reinel Ruiz. #PelaezdeFranciscoenLaW https://t.co/di7ABg4Inr'}"
1808,MdeFrancisco12,"{'translation_text': ""And if we don't fulfill them and protest, we send them the Esmad, just like Duke did. https://t.co/SfBrKPDqFh""}"
1809,MdeFrancisco12,{'translation_text': 'Are those Christmas ‘gifts’ in exchange for signatures to the people they left without the internet and in misery are coming out of the 70 billion?'}
1810,MdeFrancisco12,{'translation_text': 'That Robledo is a tender one. https://t.co/buo13al6l1'}
1811,MdeFrancisco12,{'translation_text': 'How sad. #LaTeleLetal https://t.co/fxGsBeFYIT'}
1812,MdeFrancisco12,{'translation_text': '‘To be able to evacuate one’s urine. ’ #LaTeleLethal'}
1813,MdeFrancisco12,{'translation_text': 'On the air now #LaTeleLetal'}
1814,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1815,MdeFrancisco12,{'translation_text': 'The abudineros plunder the treasury and with a few alms in December they make the good ones.'}
1816,MdeFrancisco12,{'translation_text': 'Fico is also like an Oscar Iván Duque but more obedient.'}
1817,MdeFrancisco12,{'translation_text': '‘Oscar Iván Duque’ wants to continue the legacy of ruining Colombia until only the slaughterhouse remains smoking in silence.'}
1818,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1819,MdeFrancisco12,"{'translation_text': ""Ñeñe, narcofinca of the ambassador, pimps, profiles, violence against young people who protest, renounce curul to go to the Public Prosecutor's Office in pocket, scandals of Martuchis, Abudinen, plagiarism and relatives of the House, politicking, etc. The Duque government is the worst.""}"
1820,MdeFrancisco12,{'translation_text': 'Into the air #LaTeleLetal'}
1821,MdeFrancisco12,"{'translation_text': 'Those who want everything to remain the same or worse, that nothing changes, that corruption continues. They say they love Colombia but what they love is the treasury for their petty interests. They have always had power and see how the country is doing. https://t.co/TuHVaD86cy'}"
1822,MdeFrancisco12,"{'translation_text': ""There's almost an offense coming to China.""}"
1823,MdeFrancisco12,"{'translation_text': 'What will the Gilinskis say, Vicky?'}"
1824,MdeFrancisco12,"{'translation_text': ""Duke's government against Russia, too.""}"
1825,MdeFrancisco12,"{'translation_text': 'The Duke’s government against the US, Iran, Israel, Venezuela, Germany. Thank you, sub, we are world power in stupidity. Ah, thank you for bringing a neo-Nazi to teach the police. https://t.co/tl9yXBQmRx'}"
1826,MdeFrancisco12,"{'translation_text': 'The idea of this disheartened one was always to return to Colombia and that its patrons be fed on the spoils, on the ruins. https://t.co/TeV9NAutjR'}"
1827,MdeFrancisco12,{'translation_text': 'In a few minutes on air #PelaezdeFranciscoinLaW. About 7 minutes.'}
1828,MdeFrancisco12,"{'translation_text': 'From @guilloarango  Brazil 1-0 Colombia , a first time that excited and a second time                                                                                                                                                                                                                                                  '}"
1829,MdeFrancisco12,{'translation_text': 'What places if Vega is here for?'}
1830,MdeFrancisco12,{'translation_text': 'Which Uribist pre-candidate is filling squares?'}
1831,MdeFrancisco12,{'translation_text': 'It is overcoming poverty by making it miserable. https://t.co/TGtq7LuXo1'}
1832,MdeFrancisco12,{'translation_text': 'On the air now #LaTeleLetal'}
1833,MdeFrancisco12,{'translation_text': 'On the air now #PelaezdeFranciscoinLaW'}
1834,MdeFrancisco12,"{'translation_text': 'The column of @guilloarango, excellent:  James Rodríguez returns to the Selection  Yeimar, Chicho, Cantillo, Gom... https://t.co/d7OjMGZ3qF via @YouTube'}"
1835,MdeFrancisco12,{'translation_text': 'And this is how we milk the Colombian people. https://t.co/7pi4FSfDMv'}
1836,MdeFrancisco12,{'translation_text': 'Margarita Rosa de Francisco on Facebook Watch Margaritarosadf https://t.co/CtPDOJjftS'}
1837,MdeFrancisco12,{'translation_text': 'Colombian lizard awakens the most maternal feelings of pity in President Biden. https://t.co/XXeSmTBtAW'}
1838,MdeFrancisco12,"{'translation_text': 'International Criminal Court: The ICC Prosecutor: “If we ever determine that judicial proceedings in Colombia are a farce, we will soon intervene”  International  EL PAÍS https://t.co/X5nxDJJDEi'}"
1839,MdeFrancisco12,"{'translation_text': 'In good ways in public, in private and in the Hampón background. https://t.co/8X1sGq949j'}"
1840,TVyNovelasCol,{'translation_text': 'The story of one of the most dangerous neighborhoods https://t.co/J0yIuvhfQx #ElBronx #HappyFriday'}
1841,TVyNovelasCol,"{'translation_text': ""You won't believe it https://t.co/BK6jcE7tvC @catalinamaya #HappyFriday""}"
1842,TVyNovelasCol,{'translation_text': 'Photos match https://t.co/aKjUO0WSSf @Danielaospina6 #HappyFriday'}
1843,TVyNovelasCol,{'translation_text': 'To avoid further rumors https://t.co/fIL9M0skd1 @Marbelle30 #HappyFriday'}
1844,TVyNovelasCol,{'translation_text': 'Together with her mother https://t.co/X00tAlAykM @SaraUribeTV @fguarin13 #HappyFriday'}
1845,TVyNovelasCol,{'translation_text': 'Mexican pride https://t.co/yGStncx8vJ @salmahayek #HappyFriday'}
1846,TVyNovelasCol,{'translation_text': 'Jumped puddle https://t.co/Iu4OXSMDfE @VariSanchez #LoquitoPorTi'}
1847,TVyNovelasCol,{'translation_text': 'Congratulations! https://t.co/ZADxtDHdBE @Lucianoda #TVyNovels #The Law of the Heart'}
1848,TVyNovelasCol,{'translation_text': 'And about your plans for 2019 https://t.co/huVMQXqn1A @MaryOquendo #HappyThursday #Reto4Elements'}
1849,TVyNovelasCol,"{'translation_text': 'Let’s go this year with everything! The beautiful @marianamusic is the new cover of #TVyNovelas. The fashion protagonist reveals the long way to success. In addition, @violetabergonzi confirmed the news of her divorce. Don’t miss the predictions for all signs in 2019. https://t.co/5e0rtRog6y'}"
1850,TVyNovelasCol,{'translation_text': 'He told us details of the shooting https://t.co/Lm5nh9cHnW @nataliareyesg #HappyThursday #Terminator'}
1851,TVyNovelasCol,{'translation_text': 'A detail back https://t.co/285mnbdY1J #MenAlaPlancha'}
1852,TVyNovelasCol,{'translation_text': 'Reappeared and with this beautiful surprise https://t.co/fhiBotwS4o #July #HappyThursday'}
1853,TVyNovelasCol,{'translation_text': 'The great David https://t.co/GaA1CLGPFa @FabianRiosS @YULYFERREIRAA #HappyThursday'}
1854,TVyNovelasCol,{'translation_text': 'Things from modern television https://t.co/OvH1ASyqvL @BusyPhilipps #HappyThursday #TV'}
1855,TVyNovelasCol,{'translation_text': 'The expected moment https://t.co/PqFzmMz1pP @SaraUribeTV @fguarin13 #HappyWednesday'}
1856,TVyNovelasCol,{'translation_text': 'A proud son https://t.co/3oDVutEwMt #HappyWednesday'}
1857,TVyNovelasCol,{'translation_text': 'See these photos https://t.co/P2nIAWdd6O @luisafernandaw @Legarda #HappyWednesday'}
1858,TVyNovelasCol,{'translation_text': 'In three cities https://t.co/HHj1EgzZLa #BadBunny #HappyWednesday'}
1859,TVyNovelasCol,{'translation_text': 'And little Alana https://t.co/UeIVDNdGzK @AdrianaTarud @rafaelnovoa1 #HappyWednesday'}
1860,TVyNovelasCol,{'translation_text': 'A tremendous story https://t.co/5Y4Ivh385z #Rome @YalitzaAparicio #HappyWednesday #Oscar Awards'}
1861,TVyNovelasCol,{'translation_text': 'For his followers https://t.co/S3ZJaAAdQD @flavia2santas #Happy'}
1862,TVyNovelasCol,{'translation_text': 'Read the reasons https://t.co/81CvyjYiyM @divajessurum #AmparoGrisales #HappyTuesdays'}
1863,TVyNovelasCol,{'translation_text': 'The star list https://t.co/gwBD3tndD2 #Oscar #Rome #AStarIsBorn'}
1864,TVyNovelasCol,{'translation_text': 'It is best to invest in this https://t.co/VR6Eftcwbh #YoMeCallo #HappyTuesday'}
1865,TVyNovelasCol,{'translation_text': 'Two enchanted years https://t.co/F6WlPjZRLa @rochistevenson #HappyTuesday'}
1866,TVyNovelasCol,{'translation_text': 'Not exactly what the host expected https://t.co/tF03lPopcU @LauraAcuna #HappyTuesday'}
1867,TVyNovelasCol,{'translation_text': 'She told it herself https://t.co/ZZI8NEu1Re @CrissHurtado @jossenarvaez #HappyTuesday'}
1868,TVyNovelasCol,{'translation_text': 'He is 21 years old https://t.co/VbVEI4hqhR @PeterManjarres #HappyMonday'}
1869,TVyNovelasCol,{'translation_text': 'Talented and beautiful https://t.co/U1UuYVjt6Z @siachoque @soyVaroni #HappyMonday'}
1870,TVyNovelasCol,{'translation_text': 'It can be seen that she enjoyed https://t.co/xRqrJ9JbvO @carlitosvargasm #LaRed #HappyMonday'}
1871,TVyNovelasCol,{'translation_text': 'Congratulations to actor Luis Eduardo Arango and his wife Leidy Torres for their magnificent wedding in Medellín. #HappyMonday #TVyNovels #amor Photo: Instagram https://t.co/ZNLufpX9Rv'}
1872,TVyNovelasCol,"{'translation_text': ""Silicon Valley's El Boom series premieres today at 9:00 p.m. by @NatGeo_la https://t.co/xX3IQnI6je""}"
1873,TVyNovelasCol,{'translation_text': 'A little dance? https://t.co/zfNDZYFIed @Greeicy_rendon @MikeBahia #HappySaturday'}
1874,TVyNovelasCol,{'translation_text': 'Happy parents https://t.co/YRYZtJMSHC @DanielCalderonn #HappySaturday'}
1875,TVyNovelasCol,{'translation_text': 'Celebration these days https://t.co/utsgh629AK @AndreaSernaTV #HappySaturday'}
1876,TVyNovelasCol,{'translation_text': 'Beautiful! https://t.co/KsuUs0NvUN @AnaSofiaHenaoE #HappyFriday'}
1877,TVyNovelasCol,{'translation_text': 'How do you see it? https://t.co/LLPWdW4TWC #CarlosTorres #HappyFriday'}
1878,TVyNovelasCol,{'translation_text': 'To celebrate a very special day... https://t.co/oznAXOml3c #HappyFriday #The Law of the Heart'}
1879,TVyNovelasCol,{'translation_text': 'How about this couple? https://t.co/WdBYUG7j1V #HappyFriday'}
1880,TVyNovelasCol,{'translation_text': 'A fun story https://t.co/xe91eB3Nkd #HappyFriday #Remember'}
1881,TVyNovelasCol,"{'translation_text': ""Colombian Solidarity https://t.co/yqs4LgIJuv #We're WithOur Heroes #National Police #NoToTerrorism""}"
1882,TVyNovelasCol,{'translation_text': 'Deadly Class is the new series directed by the Russo brothers. It premieres today at 10:00 p.m. https://t.co/kFnfLN86n4'}
1883,TVyNovelasCol,{'translation_text': 'Good energy https://t.co/SW0fZ3cLbO #HappyThursday @MONYRODRIGUEZOF'}
1884,TVyNovelasCol,{'translation_text': 'What Colombian reguetonist wrote... https://t.co/Aahd55v1GB @KarolGmusic @_Anuel_AA #HappyThursday'}
1885,TVyNovelasCol,{'translation_text': 'The presenters of @LoSeTodoCol told us how they started their 2018 and the new schedule of the program https://t.co/ppazobebgE @Canal1Colombia #HappyThursdays'}
1886,TVyNovelasCol,{'translation_text': 'Acknowledges that it was out of ignorance https://t.co/FD25rwC5MU @endrystar #HappyThursdays'}
1887,TVyNovelasCol,{'translation_text': 'This Wednesday in Miami https://t.co/GI2fYtWk5h @FabianRiosS @YULYFERREIRAA #HappyWednesday'}
1888,TVyNovelasCol,{'translation_text': 'A relationship that revives https://t.co/gqsQ6XKSmY #The Law of the Heart @valeriedomi @Lucianoda #HappyWednesday'}
1889,TVyNovelasCol,{'translation_text': 'Connect with our social networks and send your questions. Today from 4:00 p.m. #TVyNovels https://t.co/JTM9nbKt3F'}
1890,TVyNovelasCol,{'translation_text': 'Your first 365 days https://t.co/mdP0dhcZFE @andreatove #HappyWednesday'}
1891,TVyNovelasCol,{'translation_text': 'Every day more beautiful... https://t.co/01uFWind28 @PaulinaVegaDeep #HappyWednesday #TVyNovels'}
1892,TVyNovelasCol,{'translation_text': 'And how long will it take to recover? https://t.co/JLBGUVHAwH #HappyTuesday @maluma #TVyNovels'}
1893,TVyNovelasCol,"{'translation_text': ""What's yours? https://t.co/ixNeX5sVQR #TVyNovels #10yearchallenge #HappyTuesday""}"
1894,TVyNovelasCol,"{'translation_text': 'Connect this Wednesday, from 4:00 p.m. and send all your questions to discover your missions this 2019, with our expert @conbuenaenergia y #TVyNovelas https://t.co/gDalKAupL3'}"
